sample_index,question,answer,ground_truth,num_contexts,contexts,faithfulness
258,"Văn chẩn không chỉ là nghe, mà còn bao gồm những gì?","Văn chẩn không chỉ là nghe, mà còn bao gồm việc quan sát, hỏi thăm, đánh giá tình trạng sức khỏe tổng thể, tư vấn về chế độ ăn uống, sinh hoạt, tâm trạng và các yếu tố môi trường ảnh hưởng đến sức khỏe. Ngoài ra, văn chẩn còn bao gồm lời khuyên về việc duy trì tâm lý thoải mái, ăn uống hợp lý, ngủ đủ, tránh mệt mỏi và các hành vi có hại.","Bao gồm nghe tiếng nói, ngửi mùi cơ thể, nếm vị và cảm thấy bằng tư duy.",5,"{
  ""văn_chẩn"": {
    ""nên_ăn"": ""[\""Thịt vịt\"", \""vừng\"", \""hạt bí ngô\"", \""hạt dẻ (nấu chín)\""]"",
    ""không_nên_ăn"": ""[Gan gà, hạnh nhân, đậu trắng, cá bạc]"",
    ""lời_khuyên"": ""Duy trì tâm tình thoải mái, có tinh thần lạc quan rộng rãi, có lòng tin dùng sức mạnh chiến thắng bệnh tật.\nChú ý duy trì giấc ngủ đầy đủ, tránh mệt nhọc quá độ, cân bằng làm việc và nghỉ ngơi, chú ý quy luật cuộc sống.\nĂn uống hợp lý nên thanh đạm, tránh thức ăn cay kích thích.\nGiảm áp lực trong khoang tĩnh mạch do suy van, bao gồm nâng cao chi bị ảnh hưởng, tập thể dục đúng cách và sử dụng băng đàn hồi."",
    ""đề_xuất_món_ăn"": null
  }
}

---

{
  ""văn_chẩn"": {
    ""nên_ăn"": ""Không có thông tin"",
    ""không_nên_ăn"": ""Không có thông tin"",
    ""lời_khuyên"": ""Để ngăn ngừa ngộ độc cadmium, cần có hệ thống thông gió và niêm phong tốt ở những nơi sử dụng cadmium và các hợp chất của nó. Ngoài các thiết bị thông gió cần thiết, quá trình hàn và mạ nên bao gồm ăn uống và hút thuốc tại nơi làm việc. Nồng độ tối đa cho phép của cadmium oxide tại các cơ sở sản xuất ở Trung Quốc là 0,1 mg/m3. Thùng chứa cadmium không thể chứa thức ăn."",
    ""đề_xuất_món_ăn"": null
  }
}

---

{
  ""văn_chẩn"": {
    ""nên_ăn"": ""[Thịt nai, lòng trắng trứng, trứng, thịt vịt]"",
    ""không_nên_ăn"": ""['đậu lăng trắng','mỡ lợn'(mỡ lợn)','xương sườn lợn' (xương sườn lợn)','thịt lợn'(béo)]"",
    ""lời_khuyên"": ""1. Kiểm tra trước khi kết hôn chủ yếu bao gồm kiểm tra sức khỏe toàn diện, hỏi thăm sức khỏe di truyền, giảng giải kiến thức tình dục sau khi kết hôn. Tư vấn di truyền và xét nghiệm di truyền là những yếu tố quan trọng.\n2. Chẩn đoán trước khi sinh: Chẩn đoán trước khi sinh chỉ có hơn 20 năm lịch sử, nhưng nó đang phát triển nhanh chóng. Các phương pháp bao gồm X-quang, nội soi thai nhi, siêu âm, xét nghiệm sinh hóa và enzyme, chẩn đoán nhiễm sắc thể, v.v. Phổ biến nhất là siêu âm và kiểm tra nhiễm sắc thể. Bằng cách tiến hành kiểm tra trước khi sinh, có thể xác định chính xác liệu phôi thai hoặc thai nhi có thừa hưởng bất thường bẩm sinh trước khi sinh hay không và phá thai điều trị cho thai nhi bất thường được thực hiện để ngăn ngừa sự ra đời của thai nhi khiếm khuyết và đảm bảo sức khỏe của con cái.\n3. Thận trọng khi mang thai: Phụ nữ mang thai nên tránh tiếp xúc với các yếu tố khác nhau có thể gây ra các bệnh bẩm sinh như bức xạ, kích thích lạnh và điều trị bằng thuốc. Đặc biệt là trong tam cá nguyệt thứ ba, tức là giai đoạn vàng của sự phát triển phổi, phải chú ý đến sự tự bảo vệ của sản phụ, phòng ngừa sự phát triển bất thường của thai nhi và sự hình thành u nang phổi bẩm sinh."",
    ""đề_xuất_món_ăn"": null
  }
}

---

{
  ""văn_chẩn"": {
    ""nên_ăn"": ""[Thịt nai, lòng trắng trứng, trứng, bí đỏ]"",
    ""không_nên_ăn"": ""[\""Rượu trắng\"", \""Gan gà\"", \""Hạnh nhân\"", \""Đậu lăng trắng\""]"",
    ""lời_khuyên"": ""Phòng ngừa hàng ngày\nNguyên nhân là do vô tình dùng quá liều hoặc sử dụng lâu dài với liều lượng lớn. Các phản ứng độc hại nghiêm trọng có thể xảy ra ở một số ít bệnh nhân ngay cả với liều lượng quy định. Chẩn đoán ngộ độc thuốc bao gồm hỏi về lịch sử y tế và tiến hành các thử nghiệm lâm sàng, tương tự như các bệnh thông thường, nhưng chẩn đoán phân biệt ngộ độc thuốc tương đối phức tạp. Trước hết, cần phải phân biệt xem các triệu chứng độc tính của bệnh nhân là do sự tiến triển của bệnh hay do thuốc, chẳng hạn như đau đầu, chóng mặt, buồn nôn, nôn, v.v. Nếu phát ban đột ngột, cần xem xét liên quan đến thuốc hoặc chất độc. Bác sĩ nên hỏi cụ thể về lịch sử, loại, liều lượng và thời gian sử dụng thuốc của họ, làm quen với các phản ứng bất lợi của từng loại thuốc và biết lịch sử gia đình của bệnh nhân về các phản ứng độc hại của thuốc."",
    ""đề_xuất_món_ăn"": null
  }
}

---

{
  ""văn_chẩn"": {
    ""nên_ăn"": ""[\""Thịt vịt\"", \""Hạt bí ngô\"", \""Hạt dẻ (nấu chín)\"", \""Hạt hướng dương\""]"",
    ""không_nên_ăn"": ""[Dưa muối khô, gan gà, hạnh nhân và đậu lăng trắng]"",
    ""lời_khuyên"": ""Thư giãn thường xuyên, hít thở sâu và đi bộ nhiều hơn để đánh lạc hướng sự chú ý.\n2. Chú ý ăn uống hàng ngày, ăn ít thức ăn có tính kích thích mạnh đối với hệ tiêu hóa, tránh kích thích không tốt như cảm mạo.\n3. Dùng một số mỹ phẩm dưỡng da và thực phẩm có thể điều tiết hiệu quả hệ vi sinh vật đường ruột."",
    ""đề_xuất_món_ăn"": null
  }
}",0.9166666666666666
259,"Tiếng thở thô, mạnh, đứt quãng thường thuộc chứng gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thường thuộc chứng Thực.,0,,
260,Thiết chẩn bao gồm những việc làm nào?,Bạn không đủ dữ liệu để kết luận.,Bao gồm xem mạch (mạch chẩn) và sờ nắn các vùng trên cơ thể (án chẩn).,5,"{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Liệu pháp hỗ trợ bao gồm tối ưu hóa thông khí và oxy hóa, duy trì huyết áp bình thường và sản lượng tim, điều chỉnh nhiễm toan, duy trì lượng đường trong máu và kiểm soát co giật; liệu pháp bảo vệ thần kinh là phương pháp chính\""]"",
    ""bệnh"": ""Bệnh não thiếu oxy thiếu máu cục bộ ở trẻ sơ sinh""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""['Thuốc uống, thuốc bôi tại chỗ, thuốc tiêm khối u, laser, phẫu thuật cắt bỏ, xạ trị hoặc đông lạnh']"",
    ""bệnh"": ""U mạch máu""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Liệu pháp xâm lấn tối thiểu nội soi lồng ngực\"", \""Phẫu thuật thoát nước kín lồng ngực\"", \""Liệu pháp hỗ trợ\""]"",
    ""bệnh"": ""Huyết quản tự phát""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Bổ sung kịp thời lượng máu, điều trị tích cực các bệnh cơ bản, điều trị bằng thuốc, điều trị hỗ trợ\""]"",
    ""bệnh"": ""Sốc""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""Điều trị bằng thuốc, chẳng hạn như thuốc nhuận tràng, thuốc tăng động lực và liệu pháp y học cổ truyền Trung Quốc"",
    ""bệnh"": ""Táo bón""
  }
}",
261,Ba nấc ấn tay khi xem mạch là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Sơ án (nhẹ), Trung án (vừa), Trọng án (nặng).",0,,
262,Mạch Phù chủ về bệnh gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Chủ về bệnh ở biểu (ngoại cảm phong hàn, phong nhiệt...).",0,,
263,Mạch Trầm chủ về bệnh gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Chủ về bệnh ở lý, khí bị trầm tích không lưu hành.",0,,
264,Mạch Trì và mạch Sác khác nhau như thế nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Mạch Trì đi chậm (dưới 60 nhịp/phút) chủ hàn; mạch Sác đi nhanh (trên 90 nhịp/phút) chủ nhiệt.,0,,
265,Mạch Hoạt có đặc điểm và chủ bệnh gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mạch đi trơn tru như hạt châu lăn, chủ bệnh đàm hoặc có thai.",0,,
266,Mạch Huyền thường gặp trong những bệnh nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Gặp trong bệnh đau gan, đau hông sườn, hoặc các chứng hư lao, suy tư quá độ.",0,,
267,Mạch Khổng thường xuất hiện khi nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thường xuất hiện sau khi mất máu (thân mạch rỗng).,0,,
268,Bộ vị xem mạch ở tay trái gồm những tạng nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thốn (Tâm), Quan (Can), Xích (Thận thủy).",0,,
269,Bộ vị xem mạch ở tay phải gồm những tạng nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thốn (Phế), Quan (Tỳ), Xích (Mệnh môn hỏa).",0,,
270,Bát pháp trong điều trị Đông y gồm những gì?,"Bạn không đủ dữ liệu để kết luận. Các nguồn tham chiếu không cung cấp thông tin về ""bát pháp"" trong điều trị Đông y.","Hãn, Thổ, Hạ, Hòa, Thanh, Ôn, Tiêu, Bổ.",5,"{
  ""điều_trị"": {
    ""phương_pháp"": ""Điều trị kháng khuẩn, điều trị sốc, điều trị nhiễm toan, sử dụng glucocorticoid và phòng ngừa và điều trị các biến chứng"",
    ""bệnh"": ""Viêm phổi do sốc""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Liệu pháp hỗ trợ bao gồm tối ưu hóa thông khí và oxy hóa, duy trì huyết áp bình thường và sản lượng tim, điều chỉnh nhiễm toan, duy trì lượng đường trong máu và kiểm soát co giật; liệu pháp bảo vệ thần kinh là phương pháp chính\""]"",
    ""bệnh"": ""Bệnh não thiếu oxy thiếu máu cục bộ ở trẻ sơ sinh""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Bổ sung kịp thời lượng máu, điều trị tích cực các bệnh cơ bản, điều trị bằng thuốc, điều trị hỗ trợ\""]"",
    ""bệnh"": ""Sốc""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""['Thuốc uống, thuốc bôi tại chỗ, thuốc tiêm khối u, laser, phẫu thuật cắt bỏ, xạ trị hoặc đông lạnh']"",
    ""bệnh"": ""U mạch máu""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""Điều trị bằng thuốc, chẳng hạn như thuốc nhuận tràng, thuốc tăng động lực và liệu pháp y học cổ truyền Trung Quốc"",
    ""bệnh"": ""Táo bón""
  }
}",0.5
271,Hãn pháp là phương pháp gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Là phương pháp dùng thuốc làm ra mồ hôi để đưa tà khí ra ngoài qua đường da.,0,,
272,Thanh pháp được dùng khi nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Dùng để tả hỏa, lương huyết, trừ thấp nhiệt hoặc giải thử.",0,,
273,Ôn pháp có mục đích gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Chữa chứng hư hàn, trợ giúp hỏa khí, hồi phục chức năng tạng phủ dương suy.",0,,
274,Tiêu pháp áp dụng cho những trường hợp nào?,"Tiêu pháp (liệu pháp) được áp dụng cho các trường hợp sau:

- Bệnh não thiếu oxy thiếu máu cục bộ ở trẻ sơ sinh: Liệu pháp bảo vệ thần kinh là phương pháp chính, kèm theo tối ưu hóa thông khí và oxy hóa, duy trì huyết áp, sản lượng tim, điều chỉnh nhiễm toan, duy trì lượng đường trong máu và kiểm soát co giật.  
- Sốc phản vệ: Ứng phó tại chỗ.  
- Viêm phổi sau phẫu thuật và sau chấn thương: Điều trị bằng kháng sinh, thuốc đờm, tăng cường dịch chuyển và vỗ lưng để thúc đẩy điều trị đờm.  
- Viêm phổi phóng xạ: Liệu pháp nhắm mục tiêu bằng thuốc là phương pháp chính, có thể cần liệu pháp hormone sớm.  
- Táo bón: Điều trị bằng thuốc như thuốc nhuận tràng, thuốc tăng động lực và liệu pháp y học cổ truyền Trung Quốc.","Dùng để lợi niệu, hành khí hoạt huyết, tiêu đạo (thông bí tiểu, mụn nhọt, u bướu).",5,"{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Liệu pháp hỗ trợ bao gồm tối ưu hóa thông khí và oxy hóa, duy trì huyết áp bình thường và sản lượng tim, điều chỉnh nhiễm toan, duy trì lượng đường trong máu và kiểm soát co giật; liệu pháp bảo vệ thần kinh là phương pháp chính\""]"",
    ""bệnh"": ""Bệnh não thiếu oxy thiếu máu cục bộ ở trẻ sơ sinh""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""[\""Trong trường hợp cứu hộ tại chỗ\""]"",
    ""bệnh"": ""Sốc phản vệ""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""['Điều trị bằng kháng sinh','Điều trị bằng thuốc đờm','Tăng cường dịch chuyển và vỗ lưng để thúc đẩy điều trị đờm']"",
    ""bệnh"": ""Viêm phổi sau phẫu thuật và sau chấn thương""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""Liệu pháp nhắm mục tiêu bằng thuốc là phương pháp chính và liệu pháp hormone có thể cần thiết sớm"",
    ""bệnh"": ""Viêm phổi phóng xạ""
  }
}

---

{
  ""điều_trị"": {
    ""phương_pháp"": ""Điều trị bằng thuốc, chẳng hạn như thuốc nhuận tràng, thuốc tăng động lực và liệu pháp y học cổ truyền Trung Quốc"",
    ""bệnh"": ""Táo bón""
  }
}",1.0
275,Hòa pháp được dùng khi nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Dùng để điều hòa các tạng phủ bất hòa hoặc chữa chứng sốt rét (bán biểu bán lý).,0,,
276,Thành phần chính của bài thuốc 'Huyết phủ trục ứ thang' là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Đương quy, Hồng hoa, Cam thảo, Sinh địa, Chỉ xác, Xuyên khung, Đào nhân, Sài hồ.",0,,
277,Bài thuốc 'Thiên phương hoạt mệnh' dùng để chữa bệnh gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Dùng để bài nùng sinh cơ, chữa các chứng 'mạch lươn'.",0,,
278,"Câu nói 'Bất thông tắc thống, thông tắc bất thống' nghĩa là gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Không thông thì gây đau, thông suốt thì không đau.",0,,
279,Chứng 'Hành tỳ' trong phong thấp có đặc điểm gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Vị trí đau thay đổi, chạy từ chỗ này sang chỗ khác do phong tà.",0,,
280,Pháp trị cho chứng Thống tỳ (thấp tà) là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Chỉ thống và táo thấp (giảm đau và làm khô thấp tà).,0,,
281,Mạch thuận đối với chứng đái dầm ở trẻ em là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mạch tế, phù sác mà mình ấm.",0,,
282,Thận dương suy (Mệnh môn hỏa suy) thường gây ra triệu chứng đại tiện như thế nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Đại tiện phân sống, đặc biệt khi ăn chất mỡ hoặc tanh.",0,,
283,Tại sao không nên xem mạch trong quán nước hay nơi tàu xe?,"Bạn không đủ dữ liệu để kết luận. Nội dung các nguồn tham chiếu chỉ đề cập đến các thực phẩm không nên ăn, không liên quan đến việc ""không nên xem mạch trong quán nước hay nơi tàu xe"".","Vì xem mạch cần sự nghiêm túc, yên tĩnh và trách nhiệm, không thể làm qua loa như trò giải trí.",5,"{
  ""không_nên_xem"": {
    ""lời_khuyên"": ""[\""Bột kiều mạch\"", \""Rượu trắng\"", \""Trứng vịt muối\"", \""Hạt đậu phộng (chiên)\""]""
  }
}

---

{
  ""không_nên_xem"": {
    ""lời_khuyên"": ""[\""Bột kiều mạch\"", \""Rượu trắng\"", \""Trứng vịt muối\"", \""Hạt đậu phộng (chiên)\""]""
  }
}

---

{
  ""không_nên_xem"": {
    ""lời_khuyên"": ""[\""Bột kiều mạch\"", \""Rượu trắng\"", \""Trứng vịt muối\"", \""Hạt đậu phộng (chiên)\""]""
  }
}

---

{
  ""không_nên_xem"": {
    ""lời_khuyên"": ""[\""bột kiều mạch\"", \""trứng vịt muối\"", \""hạt đậu phộng (chiên)\"", \""đậu Hà Lan\""]""
  }
}

---

{
  ""không_nên_xem"": {
    ""lời_khuyên"": ""[\""bột kiều mạch\"", \""trứng vịt muối\"", \""hạt đậu phộng (chiên)\"", \""đậu Hà Lan\""]""
  }
}",1.0
